user_churned,average_events_weekend,average_events_weekday,num_songs_played_7d,num_ads_7d,num_error_7d,num_songs_played_30d,num_songs_played_90d,num_sessions,avg_time_per_session,avg_events_per_session,avg_gap_between_session,num_events,num_songs,num_artists,num_thumbs_down,num_thumbs_up,num_add_to_playlist,num_ads,num_add_friend,num_downgrade,num_upgrade,num_error,percentage_ad,days_since_active,repeats_ratio
0,54.555555555555564,78.12941176470588,6128,11,10,6128,6128,98,15608.931909591838,77.78571428571429,3.1855670103092786,7623,6128,2978,62,608,210,11,106,1,1,10,0.001443001443001443,366,0.21964751958224535
0,63.22222222222222,75.0,5275,10,6,5275,5275,83,15875.72809385542,77.86746987951805,3.8780487804878048,6463,5275,2754,58,450,155,10,100,1,1,6,0.0015472690700912887,368,0.20246445497630328
0,114.5,76.91836734693878,7521,15,7,7521,7521,109,17162.09751366972,83.86238532110092,2.8981481481481484,9141,7521,3412,72,651,222,15,116,1,1,7,0.0016409583196586807,372,0.25089748703629833
0,61.19230769230769,71.0,5550,15,9,5550,5550,92,15091.500593043467,74.40217391304348,3.505494505494505,6845,5550,2742,47,523,167,15,90,1,1,9,0.002191380569758948,365,0.21423423423423427
0,95.1951219512195,94.73484848484848,13287,22,18,13287,13287,177,18707.67535672316,92.70056497175142,1.568181818181818,16408,13287,4878,143,1193,410,22,239,1,1,18,0.001340809361287177,367,0.32467825694287644
0,115.0,49.83333333333334,329,6,1,329,329,6,14035.318811666664,69.0,23.2,414,329,287,2,36,15,6,4,1,1,1,0.014492753623188406,125,0.036474164133738614
0,85.0,82.07894736842105,2659,19,4,2659,2659,28,23553.248152142853,117.46428571428572,11.851851851851851,3289,2659,1635,25,259,75,19,53,1,1,4,0.005776831863788386,347,0.14328694998119595
0,34.875,68.48,1619,4,5,1619,1619,27,14926.439804074078,73.74074074074075,12.730769230769232,1991,1619,1160,14,147,43,4,37,1,1,5,0.0020090406830738324,349,0.09264978381717104
0,79.64864864864866,86.67586206896551,12529,48,15,12529,12529,186,16709.834007150537,83.41397849462365,1.4432432432432432,15515,12529,4730,131,1138,410,48,216,1,1,15,0.0030937802126973896,370,0.3087237608747705
0,95.125,93.09756097560977,3666,13,4,3666,3666,44,20615.76867409092,104.04545454545456,7.27906976744186,4578,3666,2044,39,375,131,13,72,1,1,4,0.002839667977282656,351,0.17266775777414078
0,82.85714285714286,112.2716049382716,17967,39,23,17967,17967,207,21569.281162657,104.67632850241544,1.2766990291262137,21668,17967,5752,176,1194,534,39,364,1,1,23,0.0017998892375853796,369,0.36850893304391386
0,86.57142857142857,66.3030303030303,2285,3,3,2285,2285,35,16032.703318,79.82857142857142,9.558823529411764,2794,2285,1486,24,201,75,3,44,1,0,3,0.0010737294201861134,366,0.11859956236323856
0,33.4,61.29411764705882,972,14,1,972,972,18,13608.132973333333,67.16666666666667,17.88235294117647,1209,972,728,4,90,33,14,18,1,1,1,0.011579818031430936,326,0.08230452674897115
0,0.0,75.0,507,1,1,507,507,6,20868.15434333333,100.0,40.2,600,507,447,5,32,8,1,12,1,0,1,0.0016666666666666668,357,0.027613412228796874
0,93.74193548387095,107.97737556561087,24227,38,37,24227,24227,371,16225.98131455525,79.98652291105121,0.5108108108108108,29675,24227,6772,237,2121,763,38,417,1,1,37,0.0012805391743892164,369,0.41321665909935207
0,88.33333333333331,59.19,6550,40,7,6550,6550,118,13729.708466440674,68.12711864406779,2.5213675213675213,8039,6550,3124,60,573,177,40,133,1,1,7,0.004975743251648215,366,0.2262595419847329
0,97.25,90.1304347826087,3715,23,4,3715,3715,44,21181.630885454542,103.0681818181818,7.883720930232557,4535,3715,2095,28,309,132,23,68,1,1,4,0.005071664829106946,366,0.17200538358008075
0,81.91666666666667,82.96666666666667,7655,11,13,7655,7655,113,16984.532515752213,83.47787610619469,2.625,9433,7655,3412,84,679,253,11,122,1,1,13,0.0011661189441323015,366,0.25591116917047685
0,45.0,84.68,1940,2,2,1940,1940,27,17628.775644074074,86.74074074074076,4.230769230769232,2342,1940,1286,17,157,51,2,31,1,0,2,0.0008539709649871903,132,0.1268041237113402
0,73.6,75.54054054054055,2579,1,5,2579,2579,42,15134.206400952386,75.30952380952381,2.7804878048780486,3163,2579,1585,22,232,77,1,32,1,0,5,0.0003161555485298767,132,0.14811942613416051
0,41.42857142857143,74.37037037037038,3551,2,3,3551,3551,55,16065.280231454544,78.2909090909091,5.907407407407407,4306,3551,2009,31,311,124,2,55,1,0,3,0.0004644681839294008,368,0.1717825964517038
0,41.0,89.60714285714286,2139,22,4,2139,2139,28,19151.733053214288,94.0,11.888888888888891,2632,2139,1437,24,153,78,22,44,1,1,4,0.008358662613981762,378,0.12201963534361847
0,28.1,71.27777777777777,3345,16,3,3345,3345,60,13858.819895666667,68.83333333333333,5.288135593220339,4130,3345,1968,32,298,104,16,48,1,1,3,0.0038740920096852296,355,0.1449925261584455
0,51.4,71.78571428571429,1025,15,1,1025,1025,18,13877.480206111108,70.1111111111111,19.47058823529412,1262,1025,785,10,83,33,15,24,1,1,1,0.011885895404120444,357,0.0790243902439024
0,97.30769230769229,67.89189189189189,3073,38,4,3073,3073,43,17920.439018139536,87.83720930232558,7.7857142857142865,3777,3073,1873,30,207,81,38,65,1,1,4,0.010060894890124437,377,0.16205662219329642
0,91.1,78.85714285714286,3517,22,4,3517,3517,49,17585.495611836737,86.18367346938776,6.333333333333332,4223,3517,2038,33,229,98,22,59,1,1,4,0.0052095666587733845,340,0.15979528006823995
0,149.45454545454547,77.55319148936171,4346,19,3,4346,4346,51,21354.89795392157,103.70588235294115,6.3,5289,4346,2300,38,311,140,19,84,1,1,3,0.003592361505010399,363,0.1914404049700874
0,61.6,67.69230769230771,1696,2,0,1696,1696,31,13694.735641612902,66.70967741935483,9.666666666666666,2068,1696,1155,26,148,53,2,14,1,0,0,0.000967117988394584,319,0.10672169811320753
0,80.75,79.04444444444445,3950,3,3,3950,3950,58,16921.707777931035,83.60344827586206,5.807017543859649,4849,3950,2191,37,356,110,3,82,1,1,3,0.0006186842647968652,367,0.17721518987341767
0,86.44444444444444,75.06849315068494,5788,32,10,5788,5788,83,17279.869240120483,84.77108433734941,3.7439024390243913,7036,5788,2936,54,435,163,32,102,1,1,10,0.004548038658328596,359,0.21475466482377334
0,76.19047619047619,71.67045454545455,6394,23,17,6394,6394,102,15606.078190784316,77.51960784313725,3.0792079207920797,7907,6394,3055,60,575,215,23,120,1,1,17,0.0029088149740736056,368,0.22208320300281514
0,51.0,81.4,5432,17,4,5432,5432,78,17313.91678064103,84.80769230769229,4.142857142857143,6615,5432,2775,55,460,147,17,92,1,1,4,0.002569916855631141,362,0.20305596465390274
0,129.58333333333334,80.71186440677967,5178,3,4,5178,5178,62,20907.85542548388,101.88709677419355,5.4590163934426235,6317,5178,2675,63,479,142,3,78,1,0,4,0.0004749089757796422,361,0.2043259945925068
0,39.444444444444436,76.421875,4217,31,3,4217,4217,65,15886.008383076924,80.70769230769231,5.046875,5246,4217,2310,44,386,141,31,75,1,1,3,0.005909264201296225,367,0.17951150106710936
0,78.0,66.8,877,2,0,877,877,14,15526.196204285712,75.57142857142857,24.84615384615385,1058,877,697,8,65,27,2,12,1,1,0,0.001890359168241966,350,0.06727480045610035
0,89.64285714285714,80.40816326530613,4264,3,8,4264,4264,53,19947.167586603773,98.01886792452831,6.480769230769232,5195,4264,2351,45,314,129,3,84,1,0,8,0.0005774783445620789,368,0.1855065666041276
0,98.5,69.47826086956522,1736,19,2,1736,1736,27,15978.52527925926,81.07407407407408,4.269230769230768,2189,1736,1158,16,159,39,19,30,1,1,2,0.00867976244860667,137,0.11405529953917047
0,46.64285714285714,82.40816326530613,3871,7,3,3871,3871,57,16951.490870526308,82.29824561403508,5.928571428571429,4691,3871,2241,44,343,120,7,50,1,1,3,0.0014922191430398635,364,0.17334022216481526
0,0.0,67.45454545454545,599,21,2,599,599,8,18749.850130000006,92.75,31.285714285714285,742,599,504,4,38,20,21,12,1,1,2,0.02830188679245283,236,0.05008347245409017
0,73.75,61.4,1485,5,2,1485,1485,25,14814.150771200002,73.2,11.958333333333336,1830,1485,1028,19,129,44,5,23,1,1,2,0.00273224043715847,310,0.09831649831649836
0,49.6,89.76923076923076,3309,8,3,3309,3309,39,21134.698605128207,102.48717948717949,8.973684210526315,3997,3309,1975,43,231,97,8,65,1,1,3,0.0020015011258443832,367,0.1414324569356301
0,106.0,59.125,841,8,2,841,841,16,13382.99657,65.75,6.6,1052,841,659,13,82,17,8,23,0,1,2,0.0076045627376425855,108,0.07372175980975026
0,7.0,66.72727272727273,1200,40,2,1200,1200,21,13980.492346190478,70.23809523809524,15.75,1475,1200,858,9,66,39,40,15,1,1,2,0.02711864406779661,335,0.09166666666666667
0,60.0,78.32142857142857,4322,2,3,4322,4322,62,17333.717857741936,85.25806451612904,5.131147540983607,5286,4322,2397,40,384,131,2,66,1,0,3,0.0003783579265985623,351,0.17376214715409533
0,98.01694915254237,100.29381443298969,20514,51,35,20514,20514,295,17320.37538230509,85.55932203389831,0.7551020408163265,25240,20514,6231,180,1949,638,51,355,1,1,35,0.0020206022187004755,364,0.3888563907575314
0,84.6,81.08955223880595,5830,12,9,5830,5830,81,17858.27807271605,87.96296296296295,3.9,7125,5830,2871,54,538,180,12,89,1,1,9,0.0016842105263157893,366,0.2248713550600343
0,43.2,88.0,1948,4,1,1948,1948,25,19144.028803200006,96.64,13.583333333333336,2416,1948,1330,18,177,63,4,31,1,1,1,0.0016556291390728475,347,0.11396303901437375
0,106.88888888888887,73.05714285714286,2847,6,1,2847,2847,43,16348.88874883721,81.83720930232558,2.4285714285714284,3519,2847,1731,26,253,98,6,44,1,1,1,0.0017050298380221654,128,0.1587636108184053
0,86.37142857142857,96.75155279503107,14942,55,24,14942,14942,223,16641.134044887895,83.40807174887892,1.1441441441441442,18600,14942,5245,149,1431,502,55,302,1,1,24,0.0029569892473118283,369,0.3395797082050596
0,67.16666666666667,56.3125,1065,1,0,1065,1065,20,12989.797248500005,65.2,18.36842105263158,1304,1065,802,10,97,33,1,21,1,0,0,0.0007668711656441718,364,0.08356807511737085
0,91.5,27.63636363636364,373,21,1,373,373,13,7291.387434615384,37.46153846153846,22.66666666666667,487,373,330,5,26,9,21,5,0,1,1,0.0431211498973306,326,0.040214477211796266
0,67.25,112.42307692307692,2604,6,5,2604,2604,24,26840.581011250004,133.0,5.391304347826088,3192,2604,1650,25,260,78,6,54,1,1,5,0.0018796992481203009,134,0.13671274961597546
0,92.25,70.0,998,1,2,998,998,14,17473.842248571433,86.35714285714286,20.846153846153847,1209,998,780,11,91,31,1,14,1,0,2,0.0008271298593879238,324,0.06613226452905807
0,81.36842105263158,90.33802816901407,6498,11,16,6498,6498,86,18822.45837988372,92.55813953488372,3.788235294117647,7960,6498,3090,75,561,206,11,134,1,1,16,0.0013819095477386936,364,0.2360726377346876
0,92.38709677419355,91.73571428571428,12787,15,12,12787,12787,165,19341.075637212118,95.1939393939394,1.6829268292682926,15707,12787,4745,125,1160,415,15,247,1,1,12,0.0009549882218119311,364,0.319230468444514
0,71.0,63.14285714285714,894,5,1,894,894,15,14611.340144666667,73.13333333333334,20.5,1097,894,723,7,83,27,5,16,1,1,1,0.004557885141294439,340,0.07158836689038027
0,88.55555555555556,95.73972602739723,7020,19,7,7020,7020,94,18549.776162127662,91.30851063829788,1.7204301075268815,8583,7020,3214,67,613,194,19,141,1,1,7,0.002213678201095188,206,0.2448717948717949
0,85.8,108.57142857142857,1571,7,4,1571,1571,16,24624.316285,121.8125,23.066666666666666,1949,1571,1100,5,176,52,7,23,1,1,4,0.003591585428424833,366,0.09739019732654364
0,51.0,69.1,699,7,0,699,699,12,14553.068557499999,70.33333333333333,31.0,844,699,566,2,48,19,7,4,1,1,0,0.008293838862559242,364,0.0472103004291845
0,90.8095238095238,72.88775510204081,7429,17,7,7429,7429,103,17895.190532718454,87.8640776699029,3.019607843137255,9050,7429,3381,61,686,245,17,116,1,1,7,0.0018784530386740327,364,0.2456589042939831
0,124.5,75.15789473684211,1830,2,1,1830,1830,19,24073.01118789473,114.47368421052632,18.444444444444443,2175,1830,1190,16,135,52,2,25,1,0,1,0.0009195402298850574,369,0.11639344262295083
0,52.0,77.85,1327,1,0,1327,1327,18,18139.582342777776,89.3888888888889,19.58823529411765,1609,1327,970,14,106,48,1,28,1,0,0,0.0006215040397762585,359,0.0904295403165034
0,152.6,51.5,1668,6,4,1668,1668,27,15246.378035925924,77.85185185185185,13.269230769230768,2102,1668,1179,14,156,67,6,32,1,1,4,0.0028544243577545195,361,0.10431654676258996
0,66.0,81.64285714285714,1292,4,1,1292,1292,18,17301.442995555557,89.16666666666669,6.529411764705883,1605,1292,926,19,126,41,4,20,1,1,1,0.0024922118380062306,132,0.07430340557275539
0,70.6,86.16,2053,10,1,2053,2053,26,19795.086838076924,96.42307692307692,12.0,2507,2053,1322,27,169,62,10,34,1,1,1,0.003988831272437176,331,0.12518265952264973
0,76.94736842105263,76.76923076923076,5188,25,4,5188,5188,75,17354.031005599998,86.02666666666669,3.905405405405405,6452,5188,2673,65,498,170,25,98,1,1,4,0.0038747675139491635,342,0.2039321511179646
0,101.21428571428572,80.96491228070175,4952,7,9,4952,4952,63,19507.99571888889,95.74603174603176,5.387096774193548,6032,4952,2583,42,441,174,7,79,1,1,9,0.0011604774535809018,365,0.20214054927302105
0,23.75,78.07317073170732,2690,7,0,2690,2690,41,16328.632707804876,80.39024390243901,7.9,3296,2690,1714,21,252,62,7,54,1,1,0,0.0021237864077669898,364,0.12490706319702605
0,76.15384615384616,94.9518072289157,7262,15,13,7262,7262,87,20872.66675379309,101.96551724137932,3.546511627906977,8871,7262,3338,70,612,199,15,141,1,1,13,0.0016909029421711193,361,0.2480033048746901
0,29.0,67.0,179,9,1,179,179,5,9520.790948000003,46.0,60.5,230,179,166,3,14,8,9,2,0,1,1,0.0391304347826087,365,0.016759776536312887
0,77.33333333333333,47.235294117647065,822,41,2,822,822,18,11358.590449444444,57.5,7.235294117647059,1035,822,654,10,61,21,41,15,1,1,2,0.03961352657004831,139,0.07299270072992703
0,166.5,49.055555555555564,1242,4,1,1242,1242,20,15462.8407475,77.45,15.947368421052632,1549,1242,907,10,120,50,4,21,1,1,1,0.002582311168495804,360,0.08051529790660228
0,85.85714285714286,65.72881355932203,4116,13,2,4116,4116,74,13873.541058783785,68.64864864864866,4.410958904109589,5080,4116,2263,44,385,131,13,77,1,1,2,0.0025590551181102358,363,0.18294460641399413
0,131.0,79.35714285714286,2629,17,1,2629,2629,29,22409.643115172417,108.24137931034485,11.785714285714285,3139,2629,1613,23,191,69,17,35,1,1,1,0.00541573749601784,354,0.14720426017497146
0,60.5,69.77966101694915,3957,18,9,3957,3957,63,15626.264592698408,76.87301587301587,5.241935483870968,4843,3957,2242,50,352,113,18,69,1,1,9,0.0037167045219905024,369,0.16805660854182458
0,61.17857142857143,82.2051282051282,9246,12,7,9246,9246,145,15861.306824758623,78.1448275862069,2.0416666666666665,11331,9246,3937,82,860,290,12,159,1,1,7,0.0010590415673815195,373,0.2703871944624703
0,3.0,90.29411764705885,1261,13,3,1261,1261,13,23849.611268461547,118.30769230769229,24.08333333333333,1538,1261,940,7,100,37,13,22,1,1,3,0.008452535760728219,352,0.08009516256938942
0,0.0,94.0,1090,1,0,1090,1090,12,22682.4568225,109.66666666666669,30.72727272727273,1316,1090,829,13,86,23,1,22,1,0,0,0.0007598784194528875,364,0.06880733944954133
0,87.0,69.39285714285714,1909,3,4,1909,1909,28,17083.891190714286,84.92857142857143,11.518518518518519,2378,1909,1290,13,187,56,3,39,1,1,4,0.001261564339781329,343,0.11576741749607122
0,0.0,35.0,26,7,1,26,26,1,6478.74739,35.0,0.0,35,26,25,0,0,0,7,0,0,0,1,0.2,44,0.038461538461538436
0,42.0,69.91176470588235,2062,3,0,2062,2062,33,15510.322989696968,75.84848484848484,10.6875,2503,2062,1381,13,171,63,3,31,1,0,0,0.0011985617259288853,367,0.11445198836081473
0,39.0,37.5,449,2,0,449,449,16,6967.5529824999985,35.25,7.2666666666666675,564,449,392,5,43,14,2,5,1,1,0,0.0035460992907801413,139,0.03563474387527843
0,45.27272727272727,66.64150943396227,3230,27,5,3230,3230,61,13048.21333836066,66.06557377049181,5.5166666666666675,4030,3230,1909,22,293,92,27,74,1,1,5,0.006699751861042184,365,0.15170278637770895
0,59.0,91.55555555555556,904,5,2,904,904,14,16145.054792142857,79.92857142857143,7.3076923076923075,1119,904,733,8,83,21,5,17,1,1,2,0.004468275245755138,121,0.05752212389380529
0,80.0909090909091,69.14893617021275,3367,7,3,3367,3367,49,16963.472449387747,84.3061224489796,7.020833333333332,4131,3367,1972,28,314,107,7,52,1,1,3,0.0016945049624788188,365,0.1574101574101574
0,81.95,69.4390243902439,5944,12,8,5944,5944,97,15365.69949515464,75.59793814432992,3.25,7333,5944,2904,53,570,189,12,122,1,1,8,0.001636438019909996,364,0.2257738896366084
0,92.41666666666669,91.03333333333332,11594,27,13,11594,11594,143,20187.348146503493,99.65734265734264,1.9577464788732395,14251,11594,4368,124,1018,350,27,223,1,1,13,0.001894603887446495,361,0.3012765223391409
0,79.33333333333333,76.42857142857143,1249,32,3,1249,1249,18,17524.016065000003,85.8888888888889,10.294117647058824,1546,1249,917,10,98,37,32,18,1,1,3,0.02069857697283312,195,0.0800640512409928
0,74.28571428571429,66.75,4079,20,4,4079,4079,65,15635.49627092308,77.61538461538461,5.03125,5045,4079,2225,35,364,130,20,85,1,1,4,0.003964321110009911,355,0.17675900956116694
0,81.66666666666667,80.4,865,11,0,865,865,9,23674.40104444444,116.55555555555556,39.0,1049,865,695,15,51,15,11,31,1,1,0,0.010486177311725452,360,0.05433526011560697
0,42.0,46.5,598,43,1,598,598,16,9290.392848125,48.5625,23.466666666666665,777,598,496,12,32,16,43,8,1,1,1,0.055341055341055344,363,0.061872909698996614
0,48.33333333333334,43.384615384615394,531,28,1,531,531,14,9434.405656428571,50.64285714285714,25.84615384615385,709,531,452,3,39,17,28,9,1,1,1,0.039492242595204514,358,0.0433145009416196
0,87.0,87.0,4764,7,7,4764,4764,57,20913.277619824567,102.26315789473685,5.8392857142857135,5829,4764,2502,39,422,163,7,67,1,1,7,0.001200892091267799,364,0.19374475230898405
0,57.25,62.33333333333334,1686,0,1,1686,1686,26,16263.629502307693,80.73076923076924,12.8,2099,1686,1129,15,165,69,0,20,1,1,1,0.0,350,0.10438908659549227
0,80.45454545454545,74.78571428571429,7348,4,8,7348,7348,110,16603.730516,81.24545454545455,2.81651376146789,8937,7348,3275,83,673,225,4,120,1,0,8,0.0004475774868524113,369,0.2494556341861731
0,27.0,315.0,280,3,0,280,280,2,34242.522665,171.0,228.0,342,280,255,1,26,7,3,4,0,1,0,0.008771929824561403,293,0.014285714285714237
0,103.85185185185185,108.20095693779905,22968,53,21,22968,22968,322,17682.82417559005,87.64596273291927,0.6635514018691588,28222,22968,6554,245,2104,691,53,434,1,1,21,0.00187796754305152,366,0.4003396029258097
0,82.63636363636364,81.98924731182795,7658,17,12,7658,7658,114,16775.427138947372,82.83333333333333,2.68141592920354,9443,7658,3415,87,677,248,17,126,1,1,12,0.0018002753362278935,363,0.26234003656307125
0,103.13333333333334,89.01801801801801,10606,5,17,10606,10606,129,20478.84289992248,100.5813953488372,2.3984375,12975,10606,4240,106,943,302,5,211,1,0,17,0.0003853564547206166,369,0.2957759758627192
0,63.846153846153854,75.68518518518519,4033,27,6,4033,4033,65,15396.89534661539,75.64615384615384,5.046875,4917,4033,2182,29,327,146,27,58,1,1,6,0.005491153142159854,356,0.18770146293082068
0,86.94444444444444,83.0508474576271,5273,10,4,5273,5273,71,18213.562290704223,91.05633802816901,4.5,6465,5273,2729,50,476,164,10,86,1,1,4,0.0015467904098994587,358,0.21126493457234974
0,82.77777777777777,80.19354838709677,2569,4,6,2569,2569,42,15277.580197142857,76.92857142857143,2.658536585365854,3231,2569,1572,25,252,98,4,58,1,1,6,0.0012380068090374495,134,0.14091086025690935
0,78.81818181818181,59.230769230769226,2574,1,0,2574,2574,46,13978.553087391303,69.06521739130434,7.511111111111112,3177,2574,1626,21,243,80,1,50,1,0,0,0.00031476235442241113,362,0.13714063714063718
0,92.1875,104.02392344497608,21427,23,26,21427,21427,321,16615.556151370733,81.51401869158879,0.64375,26166,21427,6314,218,1858,641,23,400,1,1,26,0.0008790032867079416,366,0.3921687590423297
0,61.0,55.3469387755102,2518,22,4,2518,2518,53,11755.555630566038,59.22641509433962,5.6923076923076925,3139,2518,1609,22,258,86,22,43,1,1,4,0.007008601465434853,325,0.12033359809372512
0,12.0,92.64285714285714,1078,0,1,1078,1078,13,20532.80206923077,100.69230769230771,26.75,1309,1078,823,13,93,27,0,14,1,0,1,0.0,352,0.06864564007421148
0,56.17857142857143,94.13125,13434,48,20,13434,13434,206,16187.444482475725,80.74757281553399,1.2878048780487803,16634,13434,4876,127,1212,452,48,286,1,1,20,0.00288565588553565,368,0.3229120142920947
0,104.33333333333331,159.36363636363637,1698,14,5,1698,1698,8,52668.97805875,258.25,45.14285714285714,2066,1698,1169,17,130,49,14,27,1,1,5,0.006776379477250726,352,0.1024734982332155
0,3.0,97.875,1283,1,3,1283,1283,13,24872.615838461537,120.69230769230771,8.666666666666666,1569,1283,964,12,113,35,1,33,1,0,3,0.0006373486297004461,118,0.06235385814497274
