0,119.54545454545456,106.375,5696,7,5,5696,5696,49,28593.612244897962,140.51020408163262,6.458333333333332,6885,5696,2797,56,427,175,7,102,1,1,5,0.0010167029774872912,365,0.2168188202247191
0,166.5,49.055555555555564,1242,4,1,1242,1242,20,15431.5,77.45,15.947368421052632,1549,1242,907,10,120,50,4,21,1,1,1,0.002582311168495804,360,0.08051529790660228
0,57.77777777777778,98.25490196078432,4580,9,6,4580,4580,47,24020.680851063833,117.6808510638298,7.195652173913044,5531,4580,2431,39,328,123,9,81,1,1,6,0.0016271921894774905,371,0.1921397379912664
0,29.57142857142857,41.1875,686,2,4,686,686,21,8110.0,41.23809523809524,17.1,866,686,547,5,62,25,2,20,1,1,4,0.002309468822170901,362,0.05247813411078717
0,74.43478260869566,91.48148148148148,9387,42,13,9387,9387,130,18008.384615384617,89.16923076923077,2.2790697674418605,11592,9387,3923,104,874,281,42,142,1,1,13,0.0036231884057971015,374,0.2784702247789496
0,55.6,43.17391304347826,1032,2,1,1032,1032,26,9918.076923076924,48.884615384615394,12.8,1271,1032,809,8,101,21,2,12,1,0,1,0.0015735641227380016,349,0.061046511627906974
0,79.69565217391305,89.17592592592592,9326,14,13,9326,9326,128,18044.328125,89.5625,2.37007874015748,11464,9326,3939,108,830,313,14,130,1,0,13,0.0012212142358688069,368,0.2748230752734291
0,46.6,103.32142857142857,2723,3,3,2723,2723,31,21903.322580645163,108.35483870967742,10.433333333333334,3359,2723,1679,38,239,83,3,51,1,1,3,0.0008931229532598989,363,0.14359162688211535
0,92.1875,104.02392344497608,21427,23,26,21427,21427,321,16582.065420560746,81.51401869158879,0.64375,26166,21427,6314,218,1858,641,23,400,1,1,26,0.0008790032867079416,366,0.3921687590423297
0,86.60714285714286,97.44329896907215,9770,38,11,9770,9770,120,20151.041666666668,98.975,2.5126050420168067,11877,9770,3990,114,708,305,38,169,1,1,11,0.003199461143386377,367,0.2792221084953941
0,90.0,84.94444444444444,3265,15,10,3265,3265,42,19619.928571428565,96.38095238095238,8.365853658536585,4048,3265,1916,41,293,100,15,59,1,1,10,0.0037055335968379454,364,0.15681470137825426
0,76.29411764705883,66.85714285714286,5233,9,8,5233,5233,82,15824.609756097561,78.59756097560975,3.938271604938272,6445,5233,2621,42,505,159,9,105,1,1,8,0.0013964313421256788,370,0.20867571182877886
0,90.9090909090909,92.72727272727272,5030,23,10,5030,5030,57,21796.508771929824,107.01754385964912,5.9642857142857135,6100,5030,2636,38,385,158,23,85,1,1,10,0.003770491803278689,368,0.19483101391650104
0,86.375,67.875,5076,84,12,5076,5076,81,15561.814814814818,77.39506172839506,4.025,6269,5076,2690,43,396,139,84,110,1,1,12,0.013399266230658798,366,0.19641449960598897
0,51.75,84.47368421052632,1490,5,1,1490,1490,20,18435.6,90.6,16.473684210526315,1812,1490,1073,16,106,46,5,26,1,1,1,0.0027593818984547464,335,0.09865771812080536
0,138.25,112.41379310344827,3159,8,6,3159,3159,24,32833.375,158.875,12.782608695652176,3813,3159,1899,30,215,93,8,64,1,1,6,0.002098085496984002,339,0.1497309275087053
0,78.0,66.8,877,2,0,877,877,14,15494.0,75.57142857142857,24.84615384615385,1058,877,697,8,65,27,2,12,1,1,0,0.001890359168241966,350,0.06727480045610035
0,71.3913043478261,82.7721518987342,6680,11,6,6680,6680,95,17356.536842105263,86.11578947368422,3.3404255319148937,8181,6680,3132,56,628,208,11,118,1,0,6,0.0013445789023346778,362,0.23293413173652697
0,75.67307692307692,90.38311688311687,14435,45,16,14435,14435,228,15658.372807017544,78.30701754385964,1.105726872246696,17854,14435,5166,144,1351,461,45,256,1,1,16,0.002520443598073261,365,0.3349497748527883
0,79.57142857142857,67.25,2420,12,2,2420,2420,38,15816.289473684208,78.36842105263158,9.18918918918919,2978,2420,1542,28,212,69,12,48,1,1,2,0.0040295500335795825,365,0.13140495867768598
0,79.64864864864866,86.67586206896551,12529,48,15,12529,12529,186,16675.892473118278,83.41397849462365,1.4432432432432432,15515,12529,4730,131,1138,410,48,216,1,1,15,0.0030937802126973896,370,0.3088035757043659
0,107.14285714285714,79.8125,3764,1,5,3764,3764,43,21800.860465116282,106.53488372093024,8.095238095238095,4581,3764,2134,34,335,134,1,58,1,1,5,0.00021829294913774285,363,0.177470775770457
0,47.8,70.54411764705883,4250,16,5,4250,4250,71,14759.788732394367,74.29577464788733,4.5285714285714285,5275,4250,2312,45,430,128,16,71,1,1,5,0.0030331753554502373,354,0.1785882352941176
0,41.25,83.625,671,5,0,671,671,11,15193.636363636364,75.81818181818181,27.9,834,671,550,9,73,21,5,6,1,1,0,0.0059952038369304565,291,0.046199701937406856
0,53.22222222222222,91.09803921568628,8477,23,8,8477,8477,113,18748.283185840708,90.70796460176993,2.7410714285714284,10250,8477,3659,75,626,252,23,160,1,1,8,0.0022439024390243896,372,0.25634068656364284
0,68.54285714285714,89.0,10302,28,12,10302,10302,144,17725.229166666668,87.7361111111111,2.055944055944056,12634,10302,4137,97,925,296,28,177,1,1,12,0.002216241886971664,368,0.2943117841195885
0,68.93333333333334,76.4298245614035,8724,13,13,8724,8724,146,14871.623287671233,73.84246575342465,2.013793103448276,10781,8724,3696,89,824,298,13,162,1,1,13,0.0012058250626101475,368,0.2763640531866116
0,43.2,88.0,1948,4,1,1948,1948,25,19104.44,96.64,13.583333333333336,2416,1948,1330,18,177,63,4,31,1,1,1,0.0016556291390728475,347,0.11396303901437375
0,85.85714285714286,65.72881355932203,4116,13,2,4116,4116,74,13845.445945945947,68.64864864864866,4.410958904109589,5080,4116,2263,44,385,131,13,77,1,1,2,0.0025590551181102358,363,0.1831875607385811
0,95.5,76.84615384615384,4979,30,7,4979,4979,70,17619.47142857143,87.72857142857143,4.63768115942029,6141,4979,2608,52,463,167,30,72,1,1,7,0.0048851978505129465,354,0.20084354288009645
0,46.25,89.38709677419355,5079,28,8,5079,5079,66,19153.60606060606,95.1818181818182,4.846153846153847,6282,5079,2640,45,447,163,28,102,1,1,8,0.004457179242279528,359,0.2000393778302816
0,106.63636363636364,72.19047619047619,2185,2,5,2185,2185,24,22751.25,112.04166666666669,13.304347826086955,2689,2185,1428,21,218,68,2,39,1,0,5,0.0007437709185570844,335,0.1318077803203661
0,72.64516129032258,93.65384615384615,11779,21,16,11779,11779,173,16875.398843930634,83.39306358381505,1.5988372093023255,14427,11779,4419,127,1026,380,21,221,1,1,16,0.001455604075691412,364,0.3142032430596825
0,99.5,91.15789473684212,3186,12,2,3186,3186,40,19808.725,96.55,7.94871794871795,3862,3186,1894,25,228,103,12,57,1,1,2,0.0031071983428275505,373,0.15097300690521032
0,66.70370370370371,90.38297872340424,8392,21,9,8392,8392,123,16875.121951219513,83.71544715447155,2.4262295081967213,10297,8392,3649,90,735,258,21,159,1,1,9,0.0020394289598912306,364,0.2620352716873212
0,48.33333333333334,43.384615384615394,531,28,1,531,531,14,9415.214285714286,50.64285714285714,25.84615384615385,709,531,452,3,39,17,28,9,1,1,1,0.039492242595204514,358,0.0433145009416196
0,77.44444444444444,82.54838709677419,10549,45,21,10549,10549,162,16222.75308641975,80.39506172839506,1.7204968944099381,13024,10549,4218,105,960,330,45,179,1,1,21,0.003455159705159705,369,0.2920655986349417
0,68.69230769230771,67.93478260869566,3252,3,0,3252,3252,53,15414.433962264153,75.81132075471699,5.8269230769230775,4018,3252,1918,24,330,98,3,75,1,0,0,0.0007466401194624191,364,0.1528290282902829
0,0.0,65.8,808,1,1,808,808,15,13356.066666666668,65.8,20.642857142857142,987,808,639,7,82,35,1,8,1,0,1,0.0010131712259371837,359,0.06559405940594054
0,69.3888888888889,70.83333333333333,4514,9,5,4514,4514,72,15475.430555555557,76.375,4.661971830985915,5499,4514,2386,45,433,121,9,60,1,1,5,0.0016366612111292965,370,0.19539211342490026
0,77.42857142857143,83.9342105263158,6069,13,7,6069,6069,89,16867.685393258427,83.85393258426966,3.5,7463,6069,2967,61,544,203,13,125,1,1,7,0.001741926839072759,375,0.22277146152578675
0,95.875,82.2,3945,1,9,3945,3945,54,18006.11111111111,90.3148148148148,6.226415094339623,4877,3945,2235,30,332,132,1,85,1,1,9,0.0002050440844781628,362,0.16577946768060836
0,76.5,81.73626373626374,7654,18,15,7654,7654,106,17997.707547169808,88.93396226415095,2.914285714285714,9427,7654,3447,67,697,263,18,176,1,1,15,0.0019094091439482337,366,0.2430101907499347
0,89.94117647058823,75.58536585365853,6288,8,9,6288,6288,96,16279.635416666664,80.48958333333333,3.2947368421052636,7727,6288,3028,68,478,193,8,121,1,1,9,0.0010353306587291317,362,0.2237595419847328
